"id","nama","kecamatan_id","longitude","latitude"
"15764","PENDUNG HILIR","1501070",NULL,NULL
"15765","PENDUNG MUDIK","1501070",NULL,NULL
"15766","SAWAHAN KOTO MAJIDIN","1501070",NULL,NULL
"15767","MUARA SEMERAH MUDIK","1501070",NULL,NULL
"15768","PENDUNG TENGAH","1501070",NULL,NULL
"15769","KOTO MAJIDIN DI AIR","1501070",NULL,NULL
"15770","SAWAHAN JAYA","1501070",NULL,NULL
"15771","KEMANTAN HILIR","1501071",NULL,NULL
"15772","KOTO TEBAT","1501071",NULL,NULL
"15773","PONDOK SUNGAI ABU","1501071",NULL,NULL
"15774","SUNGAI ABU","1501071",NULL,NULL
"15775","PUNGUT HILIR","1501071",NULL,NULL
"15776","PUNGUT TENGAH","1501071",NULL,NULL
"15777","PUNGUT MUDIK","1501071",NULL,NULL
"15778","DESA BARU SEI TUTUNG","1501071",NULL,NULL
"15779","SUNGAI TUTUNG","1501071",NULL,NULL
"15780","SUNGAI MEDANG","1501071",NULL,NULL
"15781","AIR HANGAT","1501071",NULL,NULL
"15782","KEMANTAN TINGGI","1501071",NULL,NULL
"15783","KEMANTAN AGUNG","1501071",NULL,NULL
"15784","KEMANTAN KEBALAI","1501071",NULL,NULL
"15785","KEMANTAN DARAT","1501071",NULL,NULL
"15786","SUNGAI DERAS","1501071",NULL,NULL
"15787","SIMPANG EMPAT SUNGAI TUTUNG","1501071",NULL,NULL
"15788","KEMANTAN MUDIK","1501071",NULL,NULL
"15789","BARU SUNGAI DERAS","1501071",NULL,NULL
"15790","AIR PANAS SUNGAI ABU","1501071",NULL,NULL
"15791","BARU SUNGAI ABU","1501071",NULL,NULL
"15792","TAMAN JERNIH SUNGAI TUTUNG","1501071",NULL,NULL
"15793","BARU SUNGAI MEDANG","1501071",NULL,NULL
"15794","BARU AIR HANGAT","1501071",NULL,NULL
"15795","KEMANTAN RAYA","1501071",NULL,NULL
"15796","KOTO LANANG","1501072",NULL,NULL
"15797","LADEH","1501072",NULL,NULL
"15798","LUBUK SULI","1501072",NULL,NULL
"15799","DUSUN BARU KUBANG","1501072",NULL,NULL
"15800","KUBANG GEDANG","1501072",NULL,NULL
"15801","KOTO PANJANG","1501072",NULL,NULL
"15802","KOTO PAYANG","1501072",NULL,NULL
"15803","KOTO TUO","1501072",NULL,NULL
"15804","SEMUMU","1501072",NULL,NULL
"15805","SEKUNGKUNG","1501072",NULL,NULL
"15806","TEBAT IJUK","1501072",NULL,NULL
"15807","BELUI","1501072",NULL,NULL
"15808","SIMPANG BELUI","1501072",NULL,NULL
"15809","BELUI TINGGI","1501072",NULL,NULL
"15810","KAYU AHO MANGKAK KOTO LANANG","1501072",NULL,NULL
"15811","KUBANG AGUNG","1501072",NULL,NULL
"15812","TAMBAK TINGGI","1501072",NULL,NULL
"15813","KOTO SIMPAI KUBANG","1501072",NULL,NULL
"15814","TEBAT IJUK DILI","1501072",NULL,NULL
"15815","PAHLAWAN BELUI","1501072",NULL,NULL
"15816","KOTO CAYO","1501073",NULL,NULL
"15817","KECIL","1501073",NULL,NULL
"15818","KOTO TENGAH","1501073",NULL,NULL
"15819","KOTO DATUK","1501073",NULL,NULL
"15820","KOTO DUA BARU","1501073",NULL,NULL
"15821","KOTO MUDIK","1501073",NULL,NULL
"15822","PUGU","1501073",NULL,NULL
"15823","AIR PANAS BARU","1501073",NULL,NULL
"15824","BARU","1501073",NULL,NULL
"15825","KOTO MEBAI","1501073",NULL,NULL
"15826","HAMPARAN PUGU","1501073",NULL,NULL
"15827","AIR BERSIH","1501073",NULL,NULL
"15828","SUNGAI GELAMPEH","1501080",NULL,NULL
"15829","TANJUNG GENTING","1501080",NULL,NULL
"15830","SIMPANG TUTUP","1501080",NULL,NULL
"15831","SIULAK TENANG","1501080",NULL,NULL
"15832","KEL. SIULAK DERAS","1501080",NULL,NULL
"15833","DANAU TINGGI","1501080",NULL,NULL
"15834","SIULAK DERAS MUDIK","1501080",NULL,NULL
"15835","SUNGAI BATU GANTIH","1501080",NULL,NULL
"15836","SUKO PANGKAT","1501080",NULL,NULL
"15837","SUNGAI BETUNG HILIR","1501080",NULL,NULL
"15838","SUNGAI BETUNG MUDIK","1501080",NULL,NULL
"15839","SUNGAI BATU GANTIH HILIR","1501080",NULL,NULL
"15840","BARU SUNGAI BETUNG MUDIK","1501080",NULL,NULL
"15841","TANJUNG GENTING MUDIK","1501080",NULL,NULL
"15842","UJUNG LADANG","1501080",NULL,NULL
"15843","AIR BETUNG","1501080",NULL,NULL
"15844","AIR TERJUN","1501081",NULL,NULL
"15845","SIULAK KECIL MUDIK","1501081",NULL,NULL
"15846","SIULAK KECIL HILIR","1501081",NULL,NULL
"15847","SIULAK GEDANG","1501081",NULL,NULL
"15848","PASAR SIULAK GEDANG","1501081",NULL,NULL
"15849","DUSUN DALAM","1501081",NULL,NULL
"15850","KOTO BERINGIN","1501081",NULL,NULL
"15851","SIULAK PANJANG","1501081",NULL,NULL
"15852","KOTO TENGAH","1501081",NULL,NULL
"15853","KOTO ARO","1501081",NULL,NULL
"15854","KOTO RENDAH","1501081",NULL,NULL
"15855","DUSUN BARU","1501081",NULL,NULL
"15856","KOTO KAPEH","1501081",NULL,NULL
"15857","SUNGAI PEGEH","1501081",NULL,NULL
"15858","SUNGAI LEBUH","1501081",NULL,NULL
"15859","KOTO LEBUH TINGGI","1501081",NULL,NULL
"15860","LUBUK NAGODANG","1501081",NULL,NULL
"15861","TELAGO BIRU","1501081",NULL,NULL
"15862","TUTUNG BUNGKUK","1501081",NULL,NULL
"15863","PADANG JANTUNG","1501081",NULL,NULL
"15864","PELAK GEDANG","1501081",NULL,NULL
"15865","BENDAR SEDAP","1501081",NULL,NULL
"15866","PELAK NANEH","1501081",NULL,NULL
"15867","DEMONG SAKTI","1501081",NULL,NULL
"15868","PASAR SENEN","1501081",NULL,NULL
"15869","BARU SUNGAI PEGEH","1501081",NULL,NULL
"15870","MUKAI HILIR","1501082",NULL,NULL
"15871","SUNGAI LANGKAP","1501082",NULL,NULL
"15872","SUNGAI KUNING","1501082",NULL,NULL
"15873","PASIR JAYA","1501082",NULL,NULL
"15874","MUKAI PINTU","1501082",NULL,NULL
"15875","MUKAI TENGAH","1501082",NULL,NULL
"15876","MUKAI MUDIK","1501082",NULL,NULL
"15877","TEBING TINGGI","1501082",NULL,NULL
"15878","SENIMPIK","1501082",NULL,NULL
"15879","MUKAI TINGGI","1501082",NULL,NULL
"15880","LUBUK TABUN","1501082",NULL,NULL
"15881","MUKAI SEBERANG","1501082",NULL,NULL
"15882","TALANG TINGGI","1501082",NULL,NULL
"15883","KOTO LUA","1501082",NULL,NULL
"15884","SUNGAI DALAM","1501090",NULL,NULL
"15885","KOTO TUO","1501090",NULL,NULL
"15886","KOTO BARU","1501090",NULL,NULL
"15887","BEDENG BARU","1501090",NULL,NULL
"15888","SUNGAI TANDUK","1501090",NULL,NULL
"15889","KOTO PANJANG","1501090",NULL,NULL
"15890","SUNGAI SAMPUN","1501090",NULL,NULL
"15891","KOTO TENGAH","1501090",NULL,NULL
"15892","SUNGAI BENDUNG AIR","1501090",NULL,NULL
"15893","SANGIR","1501090",NULL,NULL
"15894","BATANG SANGIR","1501090",NULL,NULL
"15895","KERSIK TUO","1501090",NULL,NULL
"15896","KOTO PERIANG","1501090",NULL,NULL
"15897","LINDUNG JAYA","1501090",NULL,NULL
"15898","PASAR SUNGAI TANDUK","1501090",NULL,NULL
"15899","MEKAR SARI","1501090",NULL,NULL
"15900","RENAH KASAH","1501090",NULL,NULL
"15901","MEKAR JAYA","1501090",NULL,NULL
"15902","SANGIR TENGAH","1501090",NULL,NULL
"15903","BENDUNG AIR TIMUR","1501090",NULL,NULL
"15904","TANJUNG BUNGO","1501090",NULL,NULL
"15905","SUNGAI RUMPUN","1501091",NULL,NULL
"15906","BENGKOLAN DUA","1501091",NULL,NULL
"15907","SUNGAI SIKAI","1501091",NULL,NULL
"15908","TANGKIL","1501091",NULL,NULL
"15909","BUMBUN DURI","1501091",NULL,NULL
"15910","JERNIH JAYA","1501091",NULL,NULL
"15911","LUBUK PAUH","1501091",NULL,NULL
"15912","PELOMPEK","1501091",NULL,NULL
"15913","TELUN BERASAP","1501091",NULL,NULL
"15914","PESISIR BUKIT","1501091",NULL,NULL
"15915","PAUH TINGGI","1501091",NULL,NULL
"15916","PELOMPEK PASAR BARU","1501091",NULL,NULL
"15917","SUNGAI JERNIH","1501091",NULL,NULL
"15918","BATU HAMPAR","1501092",NULL,NULL
"15919","SUNGAI ASAM","1501092",NULL,NULL
"15920","BENTO","1501092",NULL,NULL
"15921","BEDENG DELAPAN","1501092",NULL,NULL
"15922","SAKO DUA","1501092",NULL,NULL
"15923","BEDENG DUA","1501092",NULL,NULL
"15924","KAMPUNG BARU","1501092",NULL,NULL
"15925","PATOK EMPAT","1501092",NULL,NULL
"15926","SUNGAI LINTANG","1501092",NULL,NULL
"15927","SUNGAI JAMBU","1501092",NULL,NULL
"15928","GIRI MULYO","1501092",NULL,NULL
"15929","SUNGAI KERING","1501092",NULL,NULL
"15930","GUNUNG LABU","1501092",NULL,NULL
"15931","KEBUN BARU","1501092",NULL,NULL
"15932","SUNGAI RENAH","1501092",NULL,NULL
"15933","PASAR MINGGU","1501092",NULL,NULL
"15934","ENSATU","1501092",NULL,NULL
"15935","MUARA MADRAS","1502010",NULL,NULL
"15936","LUBUK PUNGGUK","1502010",NULL,NULL
"15937","PULAU TENGAH","1502010",NULL,NULL
"15938","RENAH ALAI","1502010",NULL,NULL
"15939","LUBUK MENTILIN","1502010",NULL,NULL
"15940","RANTAU KERMAS","1502010",NULL,NULL
"15941","TANJUNG KASRI","1502010",NULL,NULL
"15942","RENAH KEMUMU","1502010",NULL,NULL
"15943","KOTO RENAH","1502010",NULL,NULL
"15944","RENAH PELAAN","1502010",NULL,NULL
"15945","KOTO RAWANG","1502010",NULL,NULL
"15946","PEMATANG PAUH","1502011",NULL,NULL
"15947","BERINGIN TINGGI","1502011",NULL,NULL
"15948","TANJUNG BENUANG","1502011",NULL,NULL
"15949","GEDANG","1502011",NULL,NULL
"15950","RANTAU SULI","1502011",NULL,NULL
"15951","TALANG TEMBAGO","1502011",NULL,NULL
"15952","BARU","1502011",NULL,NULL
"15953","TANJUNG MUDO","1502011",NULL,NULL
"15954","KOTO TEGUH","1502011",NULL,NULL
"15955","JANGKAT","1502011",NULL,NULL
"15956","KOTO BARU","1502011",NULL,NULL
"15957","TANJUNG ALAM","1502011",NULL,NULL
"15958","KABU","1502011",NULL,NULL
"15959","SIMPANG TALANG TEMBAGO","1502011",NULL,NULL
"15960","DURIAN RAMBUN","1502020",NULL,NULL
"15961","LUBUK BIRAH","1502020",NULL,NULL
"15962","PERADUN TEMERAS","1502020",NULL,NULL
"15963","TELUK SIKUMBANG","1502020",NULL,NULL
"15964","TIARO","1502020",NULL,NULL
"15965","LUBUK BERINGIN","1502020",NULL,NULL
"15966","RANTAU MACANG","1502020",NULL,NULL
"15967","PASAR MUARA SIAU","1502020",NULL,NULL
"15968","MUARA SIAU","1502020",NULL,NULL
"15969","RANTAU BIDARO","1502020",NULL,NULL
"15970","AIR LAGO","1502020",NULL,NULL
"15971","BADAK TEKURUNG","1502020",NULL,NULL
"15972","RANTAU PANJANG","1502020",NULL,NULL
"15973","PULAU RAMAN","1502020",NULL,NULL
"15974","SEPANTAI RENAH","1502020",NULL,NULL
"15975","RANTAU BAYUR","1502020",NULL,NULL
"15976","SUNGAI ULAS","1502020",NULL,NULL
"15977","TANJUNG DALAM","1502021",NULL,NULL
"15978","MUARA PANGI","1502021",NULL,NULL
"15979","RANTAU JERING","1502021",NULL,NULL
"15980","NILO DINGIN","1502021",NULL,NULL
"15981","TANJUNG BERUGO","1502021",NULL,NULL
"15982","DUSUN TUO","1502021",NULL,NULL
"15983","KOTO RAMI","1502021",NULL,NULL
"15984","PASAR MASURAI","1502021",NULL,NULL
"15985","RANCAN","1502021",NULL,NULL
"15986","MUARA LENGAYO","1502021",NULL,NULL
"15987","SUNGAI LALANG","1502021",NULL,NULL
"15988","TALANG ASAL","1502021",NULL,NULL
"15989","MUARA KELUKUP","1502021",NULL,NULL
"15990","TALANG PARUH","1502021",NULL,NULL
"15991","DURIAN MUKUT","1502021",NULL,NULL
"15992","SEKANCING","1502022",NULL,NULL
"15993","BERINGIN SANGGUL","1502022",NULL,NULL
"15994","RANTAU LIMAU KAPAS","1502022",NULL,NULL
"15995","SEKANCING ILIR","1502022",NULL,NULL
"15996","BARU BUKIT PUNJUNG","1502022",NULL,NULL
"15997","BARU SUNGAI SAKAI","1502022",NULL,NULL
"15998","REJOSARI","1502030",NULL,NULL
"15999","PEMATANG KANCIL","1502030",NULL,NULL
"16000","TANAH ABANG","1502030",NULL,NULL
"16001","EMPANG BENAO","1502030",NULL,NULL
"16002","TANJUNG GEDANG","1502030",NULL,NULL
"16003","K E R O Y A","1502030",NULL,NULL
"16004","PAUH MENANG","1502030",NULL,NULL
"16005","KELURAHAN PAMENANG","1502030",NULL,NULL
"16006","SIALANG","1502030",NULL,NULL
"16007","MUARA BELENGO","1502030",NULL,NULL
"16008","JELATANG","1502030",NULL,NULL
"16009","KARANG BERAHI","1502030",NULL,NULL
"16010","SUNGAI UDANG","1502030",NULL,NULL
"16011","PELAKAR JAYA","1502030",NULL,NULL
"16012","MAMPUN BARU","1502031",NULL,NULL
"16013","PINANG MERAH","1502031",NULL,NULL
"16014","KARANG ANYAR","1502031",NULL,NULL
"16015","SIMPANG LIMBUR MERANGIN","1502031",NULL,NULL
"16016","LIMBUR MERANGIN","1502031",NULL,NULL
"16017","TANJUNG LAMIN","1502031",NULL,NULL
"16018","PAPIT","1502031",NULL,NULL
"16019","PULAU TUJUH","1502031",NULL,NULL
"16020","LANTAK SERIBU","1502032",NULL,NULL
"16021","RASAU","1502032",NULL,NULL
"16022","MERANTI","1502032",NULL,NULL
"16023","BUKIT BUNGKUL","1502032",NULL,NULL
"16024","TANJUNG BENUANG","1502033",NULL,NULL
"16025","TAMBANG EMAS","1502033",NULL,NULL
"16026","PULAU BAYUR","1502033",NULL,NULL
"16027","SELANGO","1502033",NULL,NULL
"16028","SUNGAI KAPAS","1502040",NULL,NULL
"16029","LANGLING","1502040",NULL,NULL
"16030","KUNGKAI","1502040",NULL,NULL
"16031","KELURAHAN PASAR ATAS BANGKO","1502040",NULL,NULL
"16032","KELURAHAN PASAR BANGKO","1502040",NULL,NULL
"16033","KELURAHAN PEMATANG KANDIS","1502040",NULL,NULL
"16034","KELURAHAN DUSUN BANGKO","1502040",NULL,NULL
"16035","DUSUN MUDO","1502040",NULL,NULL
"16036","BEDENG REJO","1502041",NULL,NULL
"16037","BUKIT BERINGIN","1502041",NULL,NULL
"16038","SUNGAI PUTIH","1502041",NULL,NULL
"16039","PULAU RENGAS","1502041",NULL,NULL
"16040","BIUKU TANJUNG","1502041",NULL,NULL
"16041","PULAU RENGAS ULU","1502041",NULL,NULL
"16042","MENTAWAK","1502042",NULL,NULL
"16043","SUNGAI ULAK","1502042",NULL,NULL
"16044","AUR BERDURI","1502042",NULL,NULL
"16045","DANAU","1502042",NULL,NULL
"16046","TELUN","1502042",NULL,NULL
"16047","NALO GEDANG","1502042",NULL,NULL
"16048","BARU NALO","1502042",NULL,NULL
"16049","PULAU BARU","1502043",NULL,NULL
"16050","RANTAU ALAI","1502043",NULL,NULL
"16051","LUBUK GAUNG","1502043",NULL,NULL
"16052","TITIAN TERAS","1502043",NULL,NULL
"16053","SALAM BUKU","1502043",NULL,NULL
"16054","KEDERASAN PANJANG","1502043",NULL,NULL
"16055","PULAU LAYANG","1502043",NULL,NULL
"16056","PELANGKI","1502043",NULL,NULL
"16057","NIBUNG","1502043",NULL,NULL
"16058","TAMBANG BESI","1502043",NULL,NULL
"16059","BUKIT BATU","1502050",NULL,NULL
"16060","SUNGAI NILAU","1502050",NULL,NULL
"16061","SUNGAI PINANG","1502050",NULL,NULL
"16062","PALIPAN","1502050",NULL,NULL
"16063","SERINGAT","1502050",NULL,NULL
"16064","TIANGKO","1502050",NULL,NULL
"16065","SUNGAI MANAU","1502050",NULL,NULL
"16066","DURIAN LECAH","1502050",NULL,NULL
"16067","BENTENG","1502050",NULL,NULL
"16068","GELANGGANG","1502050",NULL,NULL
"16069","TALANG SEGEGAH","1502051",NULL,NULL
"16070","DURIAN BATAKUK","1502051",NULL,NULL
"16071","MUARO PANCO BARAT","1502051",NULL,NULL
"16072","PARIT UJUNG TANJUNG","1502051",NULL,NULL
"16073","GUGUK","1502051",NULL,NULL
"16074","MUARA BANTAN","1502051",NULL,NULL
"16075","MARKEH","1502051",NULL,NULL
"16076","AIR BATU","1502051",NULL,NULL
"16077","MUARO PANCO TIMUR","1502051",NULL,NULL
"16078","SIMPANG PARIT","1502051",NULL,NULL
"16079","MARUS JAYA","1502051",NULL,NULL
"16080","RENAH MEDAN","1502051",NULL,NULL
"16081","BUKIT PERENTAK","1502052",NULL,NULL
"16082","BARU PANGKALAN JAMBU","1502052",NULL,NULL
"16083","TIGO ALUR PANGKALAN JAMBU","1502052",NULL,NULL
"16084","BIRUN","1502052",NULL,NULL
"16085","BUNGA TANJUNG","1502052",NULL,NULL
"16086","SUNGAI JERING","1502052",NULL,NULL
"16087","KAMPUNG LIMO","1502052",NULL,NULL
"16088","TANJUNG MUDO","1502052",NULL,NULL
"16089","KELURAHAN MAMPUN","1502060",NULL,NULL
"16090","KELURAHAN KAMPUNG BARUH","1502060",NULL,NULL
"16091","KELURAHAN PASAR RANTAU PANJANG","1502060",NULL,NULL
"16092","SELING","1502060",NULL,NULL
"16093","KANDANG","1502060",NULL,NULL
"16094","KOTO RAYO","1502060",NULL,NULL
"16095","KELURAHAN DUSUN BARU","1502060",NULL,NULL
"16096","BELURAN PANJANG","1502060",NULL,NULL
"16097","TANJUNG ILIR","1502060",NULL,NULL
"16098","LUBUK NAPAL","1502060",NULL,NULL
"16099","KELURAHAN PASAR BARU RANTAU PANJANG","1502060",NULL,NULL
"16100","MUARA JERNIH","1502061",NULL,NULL
"16101","PULAU ARO","1502061",NULL,NULL
"16102","KAPUK","1502061",NULL,NULL
"16103","RANTAU NGARAU","1502061",NULL,NULL
"16104","MUARO SEKETUK","1502061",NULL,NULL
"16105","MEDAN BARU","1502061",NULL,NULL
"16106","SINAR GADING","1502062",NULL,NULL
"16107","MUARA DELANG","1502062",NULL,NULL
"16108","SUNGAI SAHUT","1502062",NULL,NULL
"16109","BUNGA ANTOI","1502062",NULL,NULL
"16110","RAWA JAYA","1502062",NULL,NULL
"16111","BUNGA TANJUNG","1502062",NULL,NULL
"16112","GADING JAYA","1502062",NULL,NULL
"16113","MEKAR JAYA","1502062",NULL,NULL
"16114","ULAK MAKAM","1502063",NULL,NULL
"16115","AIR BATU","1502063",NULL,NULL
"16116","REJO SARI","1502063",NULL,NULL
"16117","KOTA RAJA","1502063",NULL,NULL
"16118","RANTAU LIMAU MANIS","1502063",NULL,NULL
"16119","TUNGGUL BULIN","1502063",NULL,NULL
"16120","MEKAR LIMAU MANIS","1502063",NULL,NULL
"16121","BUKIT SUBUR","1502064",NULL,NULL
"16122","SUNGAI BULIAN","1502064",NULL,NULL
"16123","SUNGAI LIMAU","1502064",NULL,NULL
"16124","SRI SEMBILAN","1502064",NULL,NULL
"16125","KOTO BARU","1502065",NULL,NULL
"16126","SIDO LEGO","1502065",NULL,NULL
"16127","TAMBANG BARU","1502065",NULL,NULL
"16128","MENSANGO","1502065",NULL,NULL
"16129","SIDO HARJO","1502065",NULL,NULL
"16130","TANJUNG REJO","1502066",NULL,NULL
"16131","SUMBER AGUNG","1502066",NULL,NULL
"16132","SUKO REJO","1502066",NULL,NULL
"16133","SIDO RUKUN","1502066",NULL,NULL
"16134","LUBUK BUMBUN","1502066",NULL,NULL
"16135","TEGAL REJO","1502066",NULL,NULL
"16136","AIR LIKI","1502067",NULL,NULL
"16137","NGAOL","1502067",NULL,NULL
"16138","TELENTAM","1502067",NULL,NULL
"16139","SUNGAI TABIR","1502067",NULL,NULL
"16140","BATANG KIBUL","1502067",NULL,NULL
"16141","MUARA KIBUL","1502067",NULL,NULL
"16142","PULAU TERBAKAR","1502067",NULL,NULL
"16143","TANJUNG PUTUS","1502067",NULL,NULL
"16144","PULAU LEBAR","1502067",NULL,NULL
"16145","AIR LIKI BARU","1502067",NULL,NULL
"16146","NGAOL ILIR","1502067",NULL,NULL
"16147","BARU KIBUL","1502067",NULL,NULL
"16148","TANJUNG BERINGIN","1502067",NULL,NULL
"16149","MUARO LANGEH","1502067",NULL,NULL
"16150","SIMPANG NARSO","1503010",NULL,NULL
"16151","BATU EMPANG","1503010",NULL,NULL
"16152","BATIN PENGAMBANG","1503010",NULL,NULL
"16153","MUARA AIR DUA","1503010",NULL,NULL
"16154","SUNGAI KERADAK","1503010",NULL,NULL
"16155","TAMBAK RATU","1503010",NULL,NULL
"16156","RANTAU PANJANG","1503010",NULL,NULL
"16157","PEKAN GEDANG","1503010",NULL,NULL
"16158","PULAU SALAK BARU","1503010",NULL,NULL
"16159","BUKIT KALIMAU ULU","1503010",NULL,NULL
"16160","RADEN ANOM","1503010",NULL,NULL
"16161","DATUK NAN DUO","1503010",NULL,NULL
"16162","PADANG JERING","1503010",NULL,NULL
"16163","KASIRO","1503010",NULL,NULL
"16164","KASIRO ILIR","1503010",NULL,NULL
"16165","SUNGAI BEMBAN","1503010",NULL,NULL
"16166","SUNGAI BAUNG","1503010",NULL,NULL
"16167","MUARA CUBAN","1503010",NULL,NULL
"16168","LUBUK BANGKAR","1503010",NULL,NULL
"16169","MUARA PEMUAT","1503010",NULL,NULL
"16170","BUKITSULAH","1503010",NULL,NULL
"16171","PANIBAN BARU","1503010",NULL,NULL
"16172","BUKIT BERANTAI","1503010",NULL,NULL
"16173","MERSIP","1503020",NULL,NULL
"16174","DESA BERKUN","1503020",NULL,NULL
"16175","LUBUK BEDORONG","1503020",NULL,NULL
"16176","MERIBUNG","1503020",NULL,NULL
"16177","NAPAL MELINTANG","1503020",NULL,NULL
"16178","PANCA KARYA","1503020",NULL,NULL
"16179","RANGGO","1503020",NULL,NULL
"16180","TANJUNG RADEN","1503020",NULL,NULL
"16181","TEMENGGUNG","1503020",NULL,NULL
"16182","PULAU PANDAN","1503020",NULL,NULL
"16183","DEMANG","1503020",NULL,NULL
"16184","MUARA MANSAO","1503020",NULL,NULL
"16185","MOENTI","1503020",NULL,NULL
"16186","MUARA LIMUN","1503020",NULL,NULL
"16187","SUKA DAMAI","1503020",NULL,NULL
"16188","TEMALANG","1503020",NULL,NULL
"16189","KAMPUNG TUJUH","1503021",NULL,NULL
"16190","LUBUK RESAM","1503021",NULL,NULL
"16191","TELUK RENDAH","1503021",NULL,NULL
"16192","TELUK TIGO","1503021",NULL,NULL
"16193","PEMUNCAK","1503021",NULL,NULL
"16194","TAMBANG TINGGI","1503021",NULL,NULL
"16195","LUBUK RESAM ILIR","1503021",NULL,NULL
"16196","TENDAH","1503021",NULL,NULL
"16197","SEKAMIS","1503021",NULL,NULL
"16198","SUNGAI KERAMAT","1503021",NULL,NULL
"16199","PEMATANG KULIM","1503030",NULL,NULL
"16200","BATU PUTIH","1503030",NULL,NULL
"16201","PELAWAN","1503030",NULL,NULL
"16202","SUNGAI MERAH","1503030",NULL,NULL
"16203","PENEGAH","1503030",NULL,NULL
"16204","PULAU ARO","1503030",NULL,NULL
"16205","BUKIT","1503030",NULL,NULL
"16206","LUBUK SEPUH","1503030",NULL,NULL
"16207","MUARA DANAU","1503030",NULL,NULL
"16208","RANTAU TENANG","1503030",NULL,NULL
"16209","MEKARSARI","1503030",NULL,NULL
"16210","PASARPELAWAN","1503030",NULL,NULL
"16211","PELAWAN JAYA","1503030",NULL,NULL
"16212","LUBUKSAYAK","1503030",NULL,NULL
"16213","PERDAMAIAN","1503031",NULL,NULL
"16214","SUNGAI GEDANG","1503031",NULL,NULL
"16215","SUNGAI BENTENG","1503031",NULL,NULL
"16216","BUKIT MURAU","1503031",NULL,NULL
"16217","PASAR SINGKUT","1503031",NULL,NULL
"16218","BUKIT TIGO","1503031",NULL,NULL
"16219","PAYO LEBAR","1503031",NULL,NULL
"16220","SIMPANG NIBUNG","1503031",NULL,NULL
"16221","SILIWANGI","1503031",NULL,NULL
"16222","SENDANG SARI","1503031",NULL,NULL
"16223","ARGO SARI","1503031",NULL,NULL
"16224","BUKIT BUMI RAYA","1503031",NULL,NULL
"16225","BUKIT TALANG MAS","1503031",NULL,NULL
"16226","T I N T I N G","1503040",NULL,NULL
"16227","SEI BAUNG","1503040",NULL,NULL
"16228","PANTI","1503040",NULL,NULL
"16229","SUNGAI ABANG","1503040",NULL,NULL
"16230","B E R N A I","1503040",NULL,NULL
"16231","DUSUN SAROLANGUN","1503040",NULL,NULL
"16232","PASAR SAROLANGUN","1503040",NULL,NULL
"16233","SUKASARI","1503040",NULL,NULL
"16234","SAROLANGUN KEMBANG","1503040",NULL,NULL
"16235","LADANG PANJANG","1503040",NULL,NULL
"16236","L I D U N G","1503040",NULL,NULL
"16237","BARU","1503040",NULL,NULL
"16238","AUR GADING","1503040",NULL,NULL
"16239","GUNUNG KEMBANG","1503040",NULL,NULL
"16240","UJUNG TANJUNG","1503040",NULL,NULL
"16241","BERNAI DALAM","1503040",NULL,NULL
"16242","TANJUNG GAGAK","1503041",NULL,NULL
"16243","RANTAU GEDANG","1503041",NULL,NULL
"16244","PULAU BUAYO","1503041",NULL,NULL
"16245","BATU PENYABUNG","1503041",NULL,NULL
"16246","TELUK KECIMBUNG","1503041",NULL,NULL
"16247","DUSUN DALAM","1503041",NULL,NULL
"16248","PULAU LINTANG","1503041",NULL,NULL
"16249","PENARUN","1503041",NULL,NULL
"16250","PULAU MALAKO","1503041",NULL,NULL
"16251","TANJUNG","1503041",NULL,NULL
"16252","LIMBUR TEMBESI","1503041",NULL,NULL
"16253","BANGUN JAYO","1503041",NULL,NULL
"16254","MUARALATI","1503041",NULL,NULL
"16255","TELUK MANCUR","1503041",NULL,NULL
"16256","SUKAJADI","1503041",NULL,NULL
"16257","SEKO BESAR","1503050",NULL,NULL
"16258","TAMAN BANDUNG","1503050",NULL,NULL
"16259","SEPINTUN","1503050",NULL,NULL
"16260","LAMBAN SIGATAL","1503050",NULL,NULL
"16261","LUBUK NAPAL","1503050",NULL,NULL
"16262","PANGIDARAN","1503050",NULL,NULL
"16263","KARANG MENDAPO","1503050",NULL,NULL
"16264","BATU AMPAR","1503050",NULL,NULL
"16265","BATU KUCING","1503050",NULL,NULL
"16266","PAUH","1503050",NULL,NULL
"16267","SEMARAN","1503050",NULL,NULL
"16268","KASANG MELINTANG","1503050",NULL,NULL
"16269","PANGKAL BULIAN","1503050",NULL,NULL
"16270","DANAUSERDANG","1503050",NULL,NULL
"16271","LUBUK KEPAYANG","1503051",NULL,NULL
"16272","DUSUN BARU","1503051",NULL,NULL
"16273","SEMURUNG","1503051",NULL,NULL
"16274","JERNIH","1503051",NULL,NULL
"16275","LUBUK JERING","1503051",NULL,NULL
"16276","MENTAWAK BARU","1503051",NULL,NULL
"16277","PEMATANG KABAU","1503051",NULL,NULL
"16278","BUKIT SUBAN","1503051",NULL,NULL
"16279","MENTAWAK ULU","1503051",NULL,NULL
"16280","GURUN MUDO","1503060",NULL,NULL
"16281","GURUN TUO","1503060",NULL,NULL
"16282","SIMPANG GURUN TUO","1503060",NULL,NULL
"16283","PEMUSIRAN","1503060",NULL,NULL
"16284","RANGKILING SIMPANG","1503060",NULL,NULL
"16285","RANGKILING","1503060",NULL,NULL
"16286","MANDIANGIN TUO","1503060",NULL,NULL
"16287","MANDIANGIN","1503060",NULL,NULL
"16288","DESA TAMAN DEWA","1503060",NULL,NULL
