"id","nama","kecamatan_id","longitude","latitude"
"50067","LANGKO","5202040",NULL,NULL
"50068","SELEBUNG REMBIGA","5202040",NULL,NULL
"50069","BAKAN","5202040",NULL,NULL
"50070","DURIAN","5202040",NULL,NULL
"50071","JANAPRIA","5202040",NULL,NULL
"50072","SABA","5202040",NULL,NULL
"50073","LEKOR","5202040",NULL,NULL
"50074","KEREMBONG","5202040",NULL,NULL
"50075","JANGO","5202040",NULL,NULL
"50076","SETUTA","5202040",NULL,NULL
"50077","MUNCAN","5202050",NULL,NULL
"50078","MONGGAS","5202050",NULL,NULL
"50079","DARMAJI","5202050",NULL,NULL
"50080","DASAN BARU","5202050",NULL,NULL
"50081","KOPANG REMBIGA","5202050",NULL,NULL
"50082","MONTONG GAMANG","5202050",NULL,NULL
"50083","LENDANG ARA","5202050",NULL,NULL
"50084","BEBUAQ","5202050",NULL,NULL
"50085","WAJA GESENG","5202050",NULL,NULL
"50086","SEMPARU","5202050",NULL,NULL
"50087","AIK BUAL","5202050",NULL,NULL
"50088","PANJISARI","5202060",NULL,NULL
"50089","PRAYA","5202060",NULL,NULL
"50090","PRAPEN","5202060",NULL,NULL
"50091","TIWUGALIH","5202060",NULL,NULL
"50092","SEMAYAN","5202060",NULL,NULL
"50093","BUNUT BAOK","5202060",NULL,NULL
"50094","GONJAK","5202060",NULL,NULL
"50095","JAGO","5202060",NULL,NULL
"50096","AIK MUAL","5202060",NULL,NULL
"50097","MERTAK TOMBOK","5202060",NULL,NULL
"50098","MONTONG TEREP","5202060",NULL,NULL
"50099","MEKAR DAMAI","5202060",NULL,NULL
"50100","JONTLAK","5202061",NULL,NULL
"50101","GERANTUNG","5202061",NULL,NULL
"50102","SASAKE","5202061",NULL,NULL
"50103","LAJUT","5202061",NULL,NULL
"50104","BATUNYALA","5202061",NULL,NULL
"50105","PEJANGGIK","5202061",NULL,NULL
"50106","BERAIM","5202061",NULL,NULL
"50107","PENGADANG","5202061",NULL,NULL
"50108","JURANG JALER","5202061",NULL,NULL
"50109","DAKUNG","5202061",NULL,NULL
"50110","PRAI MEKE","5202061",NULL,NULL
"50111","LABULIA","5202070",NULL,NULL
"50112","SUKARARA","5202070",NULL,NULL
"50113","BAREJULAT","5202070",NULL,NULL
"50114","BUNKATE","5202070",NULL,NULL
"50115","NYEROT","5202070",NULL,NULL
"50116","BATUTULIS","5202070",NULL,NULL
"50117","JELANTIK","5202070",NULL,NULL
"50118","BONJERUK","5202070",NULL,NULL
"50119","PERINA","5202070",NULL,NULL
"50120","BILEBANTE","5202080",NULL,NULL
"50121","BAGU","5202080",NULL,NULL
"50122","SINTUNG","5202080",NULL,NULL
"50123","PRINGGARATA","5202080",NULL,NULL
"50124","MURBAYA","5202080",NULL,NULL
"50125","SEPAKEK","5202080",NULL,NULL
"50126","ARJANGKA","5202080",NULL,NULL
"50127","TAMAN INDAH","5202080",NULL,NULL
"50128","SISIK","5202080",NULL,NULL
"50129","PAGUTAN","5202090",NULL,NULL
"50130","BARABALI","5202090",NULL,NULL
"50131","BUJAK","5202090",NULL,NULL
"50132","PERESAK","5202090",NULL,NULL
"50133","MANTANG","5202090",NULL,NULL
"50134","AIK DAREQ","5202090",NULL,NULL
"50135","TAMPAK SIRING","5202090",NULL,NULL
"50136","MEKAR BERSATU","5202090",NULL,NULL
"50137","MAS-MAS","5202091",NULL,NULL
"50138","AIK BUKAQ","5202091",NULL,NULL
"50139","SETILING","5202091",NULL,NULL
"50140","AIK BERIK","5202091",NULL,NULL
"50141","TERATAK","5202091",NULL,NULL
"50142","LANTAN","5202091",NULL,NULL
"50143","TANAK BEAQ","5202091",NULL,NULL
"50144","KARANG SIDEMEN","5202091",NULL,NULL
"50145","TANJUNG LUAR","5203010",NULL,NULL
"50146","PIJOT","5203010",NULL,NULL
"50147","SELEBUNG KETANGGA","5203010",NULL,NULL
"50148","SEPIT","5203010",NULL,NULL
"50149","KERUAK","5203010",NULL,NULL
"50150","BATU PUTIK","5203010",NULL,NULL
"50151","SENYIUR","5203010",NULL,NULL
"50152","KETAPANG RAYA","5203010",NULL,NULL
"50153","PIJOT UTARA","5203010",NULL,NULL
"50154","KETANGGA JERAING","5203010",NULL,NULL
"50155","MENDANA RAYA","5203010",NULL,NULL
"50156","SETUNGKEP LINGSAR","5203010",NULL,NULL
"50157","DANERASE","5203010",NULL,NULL
"50158","MONTONG BELAE","5203010",NULL,NULL
"50159","PULAU MARINGKIK","5203010",NULL,NULL
"50160","BATUNAMPAR","5203011",NULL,NULL
"50161","SUKARAJA","5203011",NULL,NULL
"50162","JEROWARU","5203011",NULL,NULL
"50163","PEMONGKONG","5203011",NULL,NULL
"50164","PANDAN WANGI","5203011",NULL,NULL
"50165","SEKAROH","5203011",NULL,NULL
"50166","WAKAN","5203011",NULL,NULL
"50167","EKAS BUANA","5203011",NULL,NULL
"50168","KWANG RUNDUN","5203011",NULL,NULL
"50169","BATU NAMPAR SELATAN","5203011",NULL,NULL
"50170","SUKADAMAI","5203011",NULL,NULL
"50171","SEPAPAN","5203011",NULL,NULL
"50172","SERIWE","5203011",NULL,NULL
"50173","PAREMAS","5203011",NULL,NULL
"50174","SUANGI","5203020",NULL,NULL
"50175","SAKRA","5203020",NULL,NULL
"50176","KABAR","5203020",NULL,NULL
"50177","SAKRA SELATAN","5203020",NULL,NULL
"50178","RUMBUK TIMUR","5203020",NULL,NULL
"50179","SUANGI TIMUR","5203020",NULL,NULL
"50180","MOYOT","5203020",NULL,NULL
"50181","SONGAK","5203020",NULL,NULL
"50182","PERESAK","5203020",NULL,NULL
"50183","KUANG BARU","5203020",NULL,NULL
"50184","SUKARARA","5203021",NULL,NULL
"50185","GUNUNG RAJAK","5203021",NULL,NULL
"50186","RENSING","5203021",NULL,NULL
"50187","BUNGTIANG","5203021",NULL,NULL
"50188","PENGKELAKMAS","5203021",NULL,NULL
"50189","BOROK TOYANG","5203021",NULL,NULL
"50190","PEJARING","5203021",NULL,NULL
"50191","MONTONG BETER","5203021",NULL,NULL
"50192","RENSING RAYA","5203021",NULL,NULL
"50193","PEMATUNG","5203021",NULL,NULL
"50194","JERO GUNUNG","5203021",NULL,NULL
"50195","BOYEMARE","5203021",NULL,NULL
"50196","GADUNG MAS","5203021",NULL,NULL
"50197","TANAK KAKEN","5203021",NULL,NULL
"50198","RENSING BAT","5203021",NULL,NULL
"50199","KEMBANG ARE SAMPAI","5203021",NULL,NULL
"50200","GERISAK SEMANGGLENG","5203021",NULL,NULL
"50201","GELANGGANG","5203022",NULL,NULL
"50202","SURABAYA","5203022",NULL,NULL
"50203","LEPAK","5203022",NULL,NULL
"50204","MONTONGTANGI","5203022",NULL,NULL
"50205","LEPAK TIMUR","5203022",NULL,NULL
"50206","SURABAYA UTARA","5203022",NULL,NULL
"50207","GERENENG TIMUR","5203022",NULL,NULL
"50208","LENTING","5203022",NULL,NULL
"50209","JENGGIK","5203030",NULL,NULL
"50210","RARANG","5203030",NULL,NULL
"50211","SURADADI","5203030",NULL,NULL
"50212","SANTONG","5203030",NULL,NULL
"50213","TERARA","5203030",NULL,NULL
"50214","SUKADANA","5203030",NULL,NULL
"50215","RARANG SELATAN","5203030",NULL,NULL
"50216","LANDO","5203030",NULL,NULL
"50217","RARANG TENGAH","5203030",NULL,NULL
"50218","LEMING","5203030",NULL,NULL
"50219","SELAGIK","5203030",NULL,NULL
"50220","EMBUNG RAJA","5203030",NULL,NULL
"50221","KALIANYAR","5203030",NULL,NULL
"50222","EMBUNG KANDONG","5203030",NULL,NULL
"50223","RARANG BATAS","5203030",NULL,NULL
"50224","PANDAN DURI","5203030",NULL,NULL
"50225","KILANG","5203031",NULL,NULL
"50226","MONTONG BETOK","5203031",NULL,NULL
"50227","PRINGGAJURANG","5203031",NULL,NULL
"50228","PERIAN","5203031",NULL,NULL
"50229","JENGGIK UTARA","5203031",NULL,NULL
"50230","PESANGGRAHAN","5203031",NULL,NULL
"50231","PRINGGAJURANG UTARA","5203031",NULL,NULL
"50232","LENDANG BELO","5203031",NULL,NULL
"50233","SEMAYA","5203040",NULL,NULL
"50234","SIKUR","5203040",NULL,NULL
"50235","MONTONGBAAN","5203040",NULL,NULL
"50236","LOYOK","5203040",NULL,NULL
"50237","KOTARAJA","5203040",NULL,NULL
"50238","TETEBATU","5203040",NULL,NULL
"50239","KEMBANG KUNING","5203040",NULL,NULL
"50240","MONTONGBAAN SELATAN","5203040",NULL,NULL
"50241","GELORA","5203040",NULL,NULL
"50242","DARMA SARI","5203040",NULL,NULL
"50243","TETEBATU SELATAN","5203040",NULL,NULL
"50244","JERUK MANIS","5203040",NULL,NULL
"50245","SIKUR SELATAN","5203040",NULL,NULL
"50246","SIKUR BARAT","5203040",NULL,NULL
"50247","KESIK","5203050",NULL,NULL
"50248","PAOK MOTONG","5203050",NULL,NULL
"50249","MASBAGIK SELATAN","5203050",NULL,NULL
"50250","MASBAGIK TIMUR","5203050",NULL,NULL
"50251","MASBAGIK UTARA","5203050",NULL,NULL
"50252","DANGER","5203050",NULL,NULL
"50253","LENDANG NANGKA","5203050",NULL,NULL
"50254","MASBAGIK UTARA BARU","5203050",NULL,NULL
"50255","LENDANG NANGKA UTARA","5203050",NULL,NULL
"50256","KUMBANG","5203050",NULL,NULL
"50257","PRINGGASELA","5203051",NULL,NULL
"50258","JURIT","5203051",NULL,NULL
"50259","PENGADANGAN","5203051",NULL,NULL
"50260","AIKDEWA","5203051",NULL,NULL
"50261","JURIT BARU","5203051",NULL,NULL
"50262","PRINGGASELA SELATAN","5203051",NULL,NULL
"50263","PENGADANGAN BARAT","5203051",NULL,NULL
"50264","PRINGGASELA TIMUR","5203051",NULL,NULL
"50265","TIMBANUH","5203051",NULL,NULL
"50266","SETANGGOR","5203060",NULL,NULL
"50267","JANTUK","5203060",NULL,NULL
"50268","PADAMARA","5203060",NULL,NULL
"50269","DASAN LEKONG","5203060",NULL,NULL
"50270","SUKAMULIA","5203060",NULL,NULL
"50271","SUKAMULIA TIMUR","5203060",NULL,NULL
"50272","PAOK PAMPANG","5203060",NULL,NULL
"50273","SETANGGOR SELATAN","5203060",NULL,NULL
"50274","NYIUR TEBEL","5203060",NULL,NULL
"50275","ANJANI","5203061",NULL,NULL
"50276","TEBABAN","5203061",NULL,NULL
"50277","KERONGKONG","5203061",NULL,NULL
"50278","BAGIK PAYUNG","5203061",NULL,NULL
"50279","SURALAGA","5203061",NULL,NULL
"50280","BAGIK PAYUNG SELATAN","5203061",NULL,NULL
"50281","GERUNG PERMAI","5203061",NULL,NULL
"50282","DASAN BOROK","5203061",NULL,NULL
"50283","TUMBUH MULIA","5203061",NULL,NULL
"50284","GAPUK","5203061",NULL,NULL
"50285","BINTANG RINJANI","5203061",NULL,NULL
"50286","PAOK LOMBOK","5203061",NULL,NULL
"50287","DAMES DAMAI","5203061",NULL,NULL
"50288","WARINGIN","5203061",NULL,NULL
"50289","BAGIKPAYUNG TIMUR","5203061",NULL,NULL
"50290","KELAYU JORONG","5203070",NULL,NULL
"50291","KEMBANG SARI","5203070",NULL,NULL
"50292","MAJIDI","5203070",NULL,NULL
"50293","RAKAM","5203070",NULL,NULL
"50294","PANCOR","5203070",NULL,NULL
"50295","SEKARTEJA","5203070",NULL,NULL
"50296","SANDUBAYA","5203070",NULL,NULL
"50297","KHUSUS KOTA SELONG","5203070",NULL,NULL
"50298","KELAYU SELATAN","5203070",NULL,NULL
"50299","KELAYU UTARA","5203070",NULL,NULL
"50300","DENGGEN TIMUR","5203070",NULL,NULL
"50301","PENEDAGANDOR","5203071",NULL,NULL
"50302","LABUHAN HAJI","5203071",NULL,NULL
"50303","TEROS","5203071",NULL,NULL
"50304","TANJUNG","5203071",NULL,NULL
"50305","SURYA WANGI","5203071",NULL,NULL
"50306","IJOBALIT","5203071",NULL,NULL
"50307","KORLEKO","5203071",NULL,NULL
"50308","KERTA SARI","5203071",NULL,NULL
"50309","BANJAR SARI","5203071",NULL,NULL
"50310","TIRTANADI","5203071",NULL,NULL
"50311","KORLEKO SELATAN","5203071",NULL,NULL
"50312","BAGIK PAPAN","5203080",NULL,NULL
"50313","APITAIK","5203080",NULL,NULL
"50314","POHGADING","5203080",NULL,NULL
"50315","BATUYANG","5203080",NULL,NULL
"50316","PRINGGABAYA","5203080",NULL,NULL
"50317","LABUHAN LOMBOK","5203080",NULL,NULL
"50318","TEKO","5203080",NULL,NULL
"50319","POHGADING TIMUR","5203080",NULL,NULL
"50320","PRINGGABAYA UTARA","5203080",NULL,NULL
"50321","TANAK GADANG","5203080",NULL,NULL
"50322","ANGGARAKSA","5203080",NULL,NULL
"50323","GUNUNG MALANG","5203080",NULL,NULL
"50324","SERUNI MUMBUL","5203080",NULL,NULL
"50325","TELAGA WARU","5203080",NULL,NULL
"50326","SUELA","5203081",NULL,NULL
"50327","KETANGGA","5203081",NULL,NULL
"50328","SELAPARANG","5203081",NULL,NULL
"50329","SUNTALANGU","5203081",NULL,NULL
"50330","SAPIT","5203081",NULL,NULL
"50331","PERIGI","5203081",NULL,NULL
"50332","MEKAR SARI","5203081",NULL,NULL
"50333","PUNCAK JERINGO","5203081",NULL,NULL
"50334","LENEK DAYA","5203090",NULL,NULL
"50335","LENEK LAUQ","5203090",NULL,NULL
"50336","KALIJAGA","5203090",NULL,NULL
"50337","KEMBANG KERANG","5203090",NULL,NULL
"50338","AIKMEL","5203090",NULL,NULL
"50339","AIKMEL UTARA","5203090",NULL,NULL
"50340","KALIJAGA SELATAN","5203090",NULL,NULL
"50341","KALIJAGA TIMUR","5203090",NULL,NULL
"50342","LENEK BARU","5203090",NULL,NULL
"50343","KEMBANG KERANG DAYA","5203090",NULL,NULL
"50344","AIKMEL BARAT","5203090",NULL,NULL
"50345","LENEK PESIRAMAN","5203090",NULL,NULL
"50346","TOYA","5203090",NULL,NULL
"50347","LENEK RAMBAN BIAK","5203090",NULL,NULL
"50348","LENEK KALI BAMBANG","5203090",NULL,NULL
"50349","KALIJAGA TENGAH","5203090",NULL,NULL
"50350","BAGIK NYAKA SANTRI","5203090",NULL,NULL
"50351","AIK PRAPA","5203090",NULL,NULL
"50352","SUKAREMA","5203090",NULL,NULL
"50353","KALIJAGA BARU","5203090",NULL,NULL
"50354","KEROYA","5203090",NULL,NULL
"50355","AIKMEL TIMUR","5203090",NULL,NULL
"50356","MAMBEN LAUQ","5203091",NULL,NULL
"50357","MAMBEN DAYA","5203091",NULL,NULL
"50358","WANASABA","5203091",NULL,NULL
"50359","KARANG BARU","5203091",NULL,NULL
"50360","BEBIDAS","5203091",NULL,NULL
"50361","TEMBENG PUTIK","5203091",NULL,NULL
"50362","WANASABA LAUK","5203091",NULL,NULL
"50363","MAMBEN BARU","5203091",NULL,NULL
"50364","BERIRI JARAK","5203091",NULL,NULL
"50365","BANDOK","5203091",NULL,NULL
"50366","WANASABA DAYA","5203091",NULL,NULL
"50367","OTAK RARANGAN","5203091",NULL,NULL
"50368","JINENG","5203091",NULL,NULL
"50369","KARANG BARU TIMUR","5203091",NULL,NULL
"50370","SEMBALUN BUMBUNG","5203092",NULL,NULL
"50371","SEMBALUN LAWANG","5203092",NULL,NULL
"50372","SAJANG","5203092",NULL,NULL
"50373","BILOK PETUNG","5203092",NULL,NULL
"50374","SEMBALUN","5203092",NULL,NULL
"50375","SEMBALUN TIMBA GADING","5203092",NULL,NULL
"50376","SAMBELIA","5203100",NULL,NULL
"50377","BELANTING","5203100",NULL,NULL
"50378","OBEL OBEL","5203100",NULL,NULL
"50379","SUGIAN","5203100",NULL,NULL
"50380","LABUHAN PANDAN","5203100",NULL,NULL
"50381","DARA KUNCI","5203100",NULL,NULL
"50382","BAGIK MANIS","5203100",NULL,NULL
"50383","DADAP","5203100",NULL,NULL
"50384","MADAYIN","5203100",NULL,NULL
"50385","SENANGGALIH","5203100",NULL,NULL
"50386","PADAK GUAR","5203100",NULL,NULL
"50387","PADA SUKA","5204020",NULL,NULL
"50388","SUKA MAJU","5204020",NULL,NULL
"50389","LUNYUK ODE","5204020",NULL,NULL
"50390","LUNYUK REA","5204020",NULL,NULL
"50391","JAMU","5204020",NULL,NULL
"50392","EMANG LESTARI","5204020",NULL,NULL
"50393","UPT BRANG LAMAR","5204020",NULL,NULL
"50394","MUNGKIN","5204021",NULL,NULL
"50395","KELAWIS","5204021",NULL,NULL
"50396","SEBEOK","5204021",NULL,NULL
"50397","SENAWANG","5204021",NULL,NULL
"50398","LUAR","5204050",NULL,NULL
"50399","BARU","5204050",NULL,NULL
"50400","KALIMANGO","5204050",NULL,NULL
"50401","JURANALAS","5204050",NULL,NULL
"50402","DALAM","5204050",NULL,NULL
"50403","PULAU BUNGIN","5204050",NULL,NULL
"50404","MARENTEH","5204050",NULL,NULL
"50405","LABUHAN ALAS","5204050",NULL,NULL
"50406","MAPIN REA","5204051",NULL,NULL
"50407","MAPIN KEBAK","5204051",NULL,NULL
"50408","LABUAN MAPIN","5204051",NULL,NULL
"50409","LEKONG","5204051",NULL,NULL
"50410","GONTAR","5204051",NULL,NULL
"50411","USAR MAPIN","5204051",NULL,NULL
"50412","GONTAR BARU","5204051",NULL,NULL
"50413","MAPIN BERU","5204051",NULL,NULL
"50414","PULAU KAUNG","5204052",NULL,NULL
"50415","TARUSA","5204052",NULL,NULL
"50416","JURU MAPIN","5204052",NULL,NULL
"50417","KALABESO","5204052",NULL,NULL
"50418","LABUHAN BURUNG","5204052",NULL,NULL
"50419","BUIN BARU","5204052",NULL,NULL
"50420","STOWE BRANG","5204061",NULL,NULL
"50421","TENGAH","5204061",NULL,NULL
"50422","SABEDO","5204061",NULL,NULL
"50423","MOTONG","5204061",NULL,NULL
"50424","ORONG BAWA","5204061",NULL,NULL
"50425","LABUAN BAJO","5204061",NULL,NULL
"50426","PUKAT","5204061",NULL,NULL
"50427","JOROK","5204061",NULL,NULL
"50428","BALE BRANG","5204061",NULL,NULL
"50429","SAMPE","5204062",NULL,NULL
"50430","RHEE LOKA","5204062",NULL,NULL
"50431","BATUROTOK","5204070",NULL,NULL
"50432","TANGKAN PULIT","5204070",NULL,NULL
"50433","BAO DESA","5204070",NULL,NULL
"50434","TEPAL","5204070",NULL,NULL
"50435","BATUDULANG","5204070",NULL,NULL
"50436","SAMAPUIN","5204080",NULL,NULL
"50437","BRANG BARA","5204080",NULL,NULL
"50438","PEKAT","5204080",NULL,NULL
"50439","BUGIS","5204080",NULL,NULL
"50440","UMA SIMA","5204080",NULL,NULL
"50441","BRANG BIJI","5204080",NULL,NULL
"50442","LABUHAN BADAS","5204081",NULL,NULL
"50443","KARANG DIMA","5204081",NULL,NULL
"50444","LABUAN SUMBAWA","5204081",NULL,NULL
"50445","LABUAN AJI","5204081",NULL,NULL
"50446","SEBOTOK","5204081",NULL,NULL
"50447","BAJO MEDANG","5204081",NULL,NULL
"50448","BUGIS MEDANG","5204081",NULL,NULL
"50449","PELAT","5204082",NULL,NULL
"50450","BOAK","5204082",NULL,NULL
"50451","PUNGKA","5204082",NULL,NULL
"50452","JOROK","5204082",NULL,NULL
"50453","KERATO","5204082",NULL,NULL
"50454","UMA BERINGIN","5204082",NULL,NULL
"50455","NIJANG","5204082",NULL,NULL
"50456","SERADING","5204090",NULL,NULL
"50457","KAKIANG","5204090",NULL,NULL
"50458","MOYO","5204090",NULL,NULL
"50459","POTO","5204090",NULL,NULL
"50460","BERARE","5204090",NULL,NULL
"50461","OLAT RAWA","5204090",NULL,NULL
"50462","BATU BANGKA","5204090",NULL,NULL
"50463","MOYO MEKAR","5204090",NULL,NULL
"50464","LAB IJUK","5204090",NULL,NULL
"50465","PUNGKIT","5204091",NULL,NULL
"50466","KUKIN","5204091",NULL,NULL
"50467","BARU TAHAN","5204091",NULL,NULL
"50468","PENYARING","5204091",NULL,NULL
"50469","SONGKAR","5204091",NULL,NULL
"50470","SEMAMUNG","5204100",NULL,NULL
"50471","SEBASANG","5204100",NULL,NULL
"50472","BATUTERING","5204100",NULL,NULL
"50473","BATUBULAN","5204100",NULL,NULL
"50474","MOKONG","5204100",NULL,NULL
"50475","LITO","5204100",NULL,NULL
"50476","MARGA KARYA","5204100",NULL,NULL
"50477","BERANG REA","5204100",NULL,NULL
"50478","MAMAN","5204100",NULL,NULL
"50479","LEBANGKAR","5204110",NULL,NULL
"50480","LEBIN","5204110",NULL,NULL
"50481","LAWIN","5204110",NULL,NULL
"50482","ROPANG","5204110",NULL,NULL
"50483","RANAN","5204110",NULL,NULL
"50484","LEDANG","5204111",NULL,NULL
"50485","TATEBAL","5204111",NULL,NULL
"50486","LENANGGUAR","5204111",NULL,NULL
"50487","TELAGA","5204111",NULL,NULL
"50488","AI MUAL","5204112",NULL,NULL
"50489","LANTUNG","5204112",NULL,NULL
"50490","PADESA","5204112",NULL,NULL
"50491","LAPE","5204121",NULL,NULL
"50492","LABUAN KURIS","5204121",NULL,NULL
"50493","HIJRAH","5204121",NULL,NULL
"50494","PUNGKIT","5204122",NULL,NULL
"50495","LOPOK","5204122",NULL,NULL
"50496","LOPOK BERU","5204122",NULL,NULL
"50497","LANGAM","5204122",NULL,NULL
"50498","BERORA","5204122",NULL,NULL
"50499","MAMA","5204122",NULL,NULL
"50500","TATEDE","5204122",NULL,NULL
"50501","SEPAKAT","5204130",NULL,NULL
"50502","SP I PRODE","5204130",NULL,NULL
"50503","SP II PRODE","5204130",NULL,NULL
"50504","PLAMPANG","5204130",NULL,NULL
"50505","SEPAYUNG","5204130",NULL,NULL
"50506","TELUK SANTONG","5204130",NULL,NULL
"50507","SP III PRODE","5204130",NULL,NULL
"50508","BRANG KOLONG","5204130",NULL,NULL
"50509","SELANTE","5204130",NULL,NULL
"50510","USAR","5204130",NULL,NULL
"50511","JAYA MAKMUR","5204131",NULL,NULL
"50512","SEKOKAT","5204131",NULL,NULL
"50513","SUKA DAMAI","5204131",NULL,NULL
"50514","LABANGKA","5204131",NULL,NULL
"50515","SUKA MULYA","5204131",NULL,NULL
"50516","MARONGE","5204132",NULL,NULL
"50517","LABUHAN SANGORO","5204132",NULL,NULL
"50518","SIMU","5204132",NULL,NULL
"50519","PEMASAR","5204132",NULL,NULL
"50520","BOAL","5204140",NULL,NULL
"50521","EMPANG ATAS","5204140",NULL,NULL
"50522","JOTANG","5204140",NULL,NULL
"50523","ONGKO","5204140",NULL,NULL
"50524","EMPANG BAWAH","5204140",NULL,NULL
"50525","LAMENTA","5204140",NULL,NULL
"50526","GAPIT","5204140",NULL,NULL
"50527","PAMANTO","5204140",NULL,NULL
"50528","JOTANG BERU","5204140",NULL,NULL
"50529","BUNGA EJA","5204140",NULL,NULL
"50530","LABUAN BONTONG","5204141",NULL,NULL
"50531","LABUAN AJI","5204141",NULL,NULL
"50532","BANTULANTEH","5204141",NULL,NULL
"50533","LABUAN JAMBU","5204141",NULL,NULL
"50534","TOLO' OI","5204141",NULL,NULL
"50535","MATA","5204141",NULL,NULL
"50536","BANDA","5204141",NULL,NULL
"50537","PIDANG","5204141",NULL,NULL
"50538","DAHA","5205010",NULL,NULL
"50539","RASABOU","5205010",NULL,NULL
"50540","CEMPI JAYA","5205010",NULL,NULL
"50541","ADU","5205010",NULL,NULL
"50542","SAWE","5205010",NULL,NULL
"50543","PERSIAPAN JALA","5205010",NULL,NULL
"50544","MARADA","5205010",NULL,NULL
"50545","JAMBU","5205011",NULL,NULL
"50546","UPT WOKO","5205011",NULL,NULL
"50547","RANGGO","5205011",NULL,NULL
"50548","LEPADI","5205011",NULL,NULL
"50549","TEMBA LAE","5205011",NULL,NULL
"50550","MBAWI","5205020",NULL,NULL
"50551","DOREBARA","5205020",NULL,NULL
"50552","KANDAI SATU","5205020",NULL,NULL
"50553","KARIJAWA","5205020",NULL,NULL
"50554","POTU","5205020",NULL,NULL
"50555","BADA","5205020",NULL,NULL
"50556","BALI","5205020",NULL,NULL
"50557","DOROTANGGA","5205020",NULL,NULL
"50558","OO","5205020",NULL,NULL
"50559","KATUA","5205020",NULL,NULL
"50560","KARAMABURA","5205020",NULL,NULL
"50561","KAREKE","5205020",NULL,NULL
"50562","MANGGE NAE","5205020",NULL,NULL
"50563","MANGGE ASI","5205020",NULL,NULL
"50564","PERSIAPAN SORISAKOLO","5205020",NULL,NULL
"50565","RIWO","5205030",NULL,NULL
"50566","MADAPRAMA","5205030",NULL,NULL
"50567","BARA","5205030",NULL,NULL
"50568","NOWA","5205030",NULL,NULL
"50569","WAWONDURU","5205030",NULL,NULL
"50570","MATUA","5205030",NULL,NULL
"50571","MONTABARU","5205030",NULL,NULL
"50572","KANDAI DUA","5205030",NULL,NULL
"50573","SIMPASAI","5205030",NULL,NULL
"50574","SANEO","5205030",NULL,NULL
"50575","BAKAJAYA","5205030",NULL,NULL
"50576","PERSIAPAN RABABAKA","5205030",NULL,NULL
"50577","SERAKAPI","5205030",NULL,NULL
"50578","TAROPO","5205040",NULL,NULL
"50579","KRAMAT","5205040",NULL,NULL
"50580","MALAJU","5205040",NULL,NULL
"50581","LASI","5205040",NULL,NULL
"50582","K I W U","5205040",NULL,NULL
"50583","TA'A","5205050",NULL,NULL
"50584","KEMPO","5205050",NULL,NULL
"50585","SORO","5205050",NULL,NULL
"50586","KONTE","5205050",NULL,NULL
"50587","SO NGGAJAH","5205050",NULL,NULL
"50588","TOLO KALO","5205050",NULL,NULL
"50589","DORO KOBO","5205050",NULL,NULL
"50590","PERSIAPAN SORO BARAT","5205050",NULL,NULL
"50591","KWANGKO","5205051",NULL,NULL
"50592","NANGATUMPU","5205051",NULL,NULL
"50593","BANGGO","5205051",NULL,NULL
"50594","SORIUTU","5205051",NULL,NULL
"50595","DOROMELO","5205051",NULL,NULL
"50596","LANCI JAYA","5205051",NULL,NULL
"50597","NUSA JAYA","5205051",NULL,NULL
"50598","SUKA DAMAI","5205051",NULL,NULL
"50599","TANJU","5205051",NULL,NULL
"50600","KAMPAS MECI","5205051",NULL,NULL
"50601","PERSIAPAN TEKA SIRE","5205051",NULL,NULL
"50602","PERSIAPAN ANAMINA","5205051",NULL,NULL
"50603","DOROPETI","5205060",NULL,NULL
"50604","BERINGIN JAYA","5205060",NULL,NULL
"50605","PEKAT","5205060",NULL,NULL
"50606","SORINOMO","5205060",NULL,NULL
"50607","TAMBORA","5205060",NULL,NULL
"50608","KADINDI","5205060",NULL,NULL
"50609","NANGAMIRO","5205060",NULL,NULL
"50610","CALABAI","5205060",NULL,NULL
"50611","UPT NANGAKARA","5205060",NULL,NULL
"50612","KADINDI BARAT","5205060",NULL,NULL
"50613","PERSIAPAN SORI TATANGA","5205060",NULL,NULL
"50614","PERSIAPAN KAROMBO","5205060",NULL,NULL
"50615","TOLOTANGGA","5206010",NULL,NULL
"50616","SONDO","5206010",NULL,NULL
"50617","SIMPASAI","5206010",NULL,NULL
"50618","SIE","5206010",NULL,NULL
"50619","TANGGA","5206010",NULL,NULL
"50620","MONTA","5206010",NULL,NULL
"50621","BARALAU","5206010",NULL,NULL
"50622","TOLOUWI","5206010",NULL,NULL
"50623","WILLAMACI","5206010",NULL,NULL
"50624","PELA","5206010",NULL,NULL
"50625","TANGGA BARU","5206010",NULL,NULL
"50626","NONTOTERA","5206010",NULL,NULL
"50627","WARO","5206010",NULL,NULL
"50628","PARADOWANE","5206011",NULL,NULL
"50629","KUTA","5206011",NULL,NULL
"50630","PARADORATO","5206011",NULL,NULL
"50631","KANCA","5206011",NULL,NULL
"50632","SANOLO","5206020",NULL,NULL
"50633","SONDOSIA","5206020",NULL,NULL
"50634","BONTOKAPE","5206020",NULL,NULL
"50635","TIMU","5206020",NULL,NULL
"50636","TAMBE","5206020",NULL,NULL
"50637","RASABOU","5206020",NULL,NULL
"50638","RATO","5206020",NULL,NULL
"50639","KANANGA","5206020",NULL,NULL
"50640","RADA","5206020",NULL,NULL
